1,Daylong lipcolor kissproof ,no.09 ,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/9.png,Pastel,0,110,,110,6665,Make up,Lips,uploads/makeup/photo/day long lip color/color/9.png,
2,Daylong lipcolor kissproof ,no.15,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/15.png,Pastel,0,110,,110,6666,Make up,Lips,uploads/makeup/photo/day long lip color/color/15.png,
3,Daylong lipcolor kissproof ,no.17,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/17.png,Pastel,1,110,,110,7696,Make up,Lips,uploads/makeup/photo/day long lip color/color/17.png,
4,Daylong lipcolor kissproof ,no.18,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/18.png,Pastel,0,110,,110,6667,Make up,Lips,uploads/makeup/photo/day long lip color/color/18.png,
5,Daylong lipcolor kissproof ,no.19,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/19.png,Pastel,0,110,,110,6668,Make up,Lips,uploads/makeup/photo/day long lip color/color/19.png,
6,Daylong lipcolor kissproof ,no.20,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/20.png,Pastel,0,110,,110,6669,Make up,Lips,uploads/makeup/photo/day long lip color/color/20.png,
7,Daylong lipcolor kissproof ,no.21,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/21.png,Pastel,0,110,,110,6670,Make up,Lips,uploads/makeup/photo/day long lip color/color/21.png,
8,Daylong lipcolor kissproof ,no.22,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/22.png,Pastel,0,110,,110,6671,Make up,Lips,uploads/makeup/photo/day long lip color/color/22.png,
9,Daylong lipcolor kissproof ,no.23,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/23.png,Pastel,0,110,,110,6672,Make up,Lips,uploads/makeup/photo/day long lip color/color/23.png,
10,Daylong lipcolor kissproof ,no.27,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/27.png,Pastel,0,110,,110,6673,Make up,Lips,uploads/makeup/photo/day long lip color/color/27.png,
11,Daylong lipcolor kissproof ,no.28,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/28.png,Pastel,0,110,,110,6674,Make up,Lips,uploads/makeup/photo/day long lip color/color/28.png,
12,Daylong lipcolor kissproof ,no.29,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/29.png,Pastel,1,110,,110,6675,Make up,Lips,uploads/makeup/photo/day long lip color/color/29.png,
13,Daylong lipcolor kissproof ,no.30,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/30.png,Pastel,1,110,,110,6676,Make up,Lips,uploads/makeup/photo/day long lip color/color/30.png,
14,Daylong lipcolor kissproof ,no.31,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/31.png,Pastel,1,110,,110,6677,Make up,Lips,uploads/makeup/photo/day long lip color/color/31.png,
15,Daylong lipcolor kissproof ,no.32,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/32.png,Pastel,0,110,,110,6678,Make up,Lips,uploads/makeup/photo/day long lip color/color/32.png,
16,Daylong lipcolor kissproof ,no.34,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/34.png,Pastel,1,110,,110,6679,Make up,Lips,uploads/makeup/photo/day long lip color/color/34.png,
17,Daylong lipcolor kissproof ,no.35,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/35.png,Pastel,1,110,,110,6680,Make up,Lips,uploads/makeup/photo/day long lip color/color/35.png,
18,Daylong lipcolor kissproof ,no.36,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/36.png,Pastel,0,110,,110,6681,Make up,Lips,uploads/makeup/photo/day long lip color/color/36.png,
19,Daylong lipcolor kissproof ,no.37,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/37.png,Pastel,0,110,,110,6682,Make up,Lips,uploads/makeup/photo/day long lip color/color/37.png,
20,Daylong lipcolor kissproof ,no.38,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/38.png,Pastel,1,110,,110,6683,Make up,Lips,uploads/makeup/photo/day long lip color/color/38.png,
21,Daylong lipcolor kissproof ,no.39,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/39.png,Pastel,1,110,,110,7697,Make up,Lips,uploads/makeup/photo/day long lip color/color/39.png,
22,Daylong lipcolor kissproof ,no.40,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/40.png,Pastel,1,110,,110,7698,Make up,Lips,uploads/makeup/photo/day long lip color/color/40.png,
23,Daylong lipcolor kissproof ,no.41,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/41.png,Pastel,0,110,,110,7699,Make up,Lips,uploads/makeup/photo/day long lip color/color/41.png,
24,Daylong lipcolor kissproof ,no.42,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/42.png,Pastel,0,110,,110,8358,Make up,Lips,uploads/makeup/photo/day long lip color/color/42.png,
25,Daylong lipcolor kissproof ,no.43,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/43.png,Pastel,0,110,,110,8359,Make up,Lips,uploads/makeup/photo/day long lip color/color/43.png,
26,Daylong lipcolor kissproof ,no.44,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/44.png,Pastel,1,110,,110,8360,Make up,Lips,uploads/makeup/photo/day long lip color/color/44.jpg,
27,Daylong lipcolor kissproof ,no.45,uploads/makeup/photo/day long lip color/daylongmain.jpg,uploads/makeup/photo/day long lip color/45.png,Pastel,0,110,,110,8361,Make up,Lips,uploads/makeup/photo/day long lip color/color/45.jpg,
28,Show by Pastel show power liquid matte lipstick,no.601,uploads/makeup/photo/liquid matte lipstick/liquidmattelipstickmain.jpg,uploads/makeup/photo/liquid matte lipstick/601.jpg,Pastel,1,85,,85,8362,Make up,Lips,uploads/makeup/photo/liquid matte lipstick/color/601.jpg,
29,Show by Pastel show power liquid matte lipstick,no.602,uploads/makeup/photo/liquid matte lipstick/liquidmattelipstickmain.jpg,uploads/makeup/photo/liquid matte lipstick/602.jpg,Pastel,1,85,,85,8363,Make up,Lips,uploads/makeup/photo/liquid matte lipstick/color/602.jpg,
30,Show by Pastel show power liquid matte lipstick,no.603,uploads/makeup/photo/liquid matte lipstick/liquidmattelipstickmain.jpg,uploads/makeup/photo/liquid matte lipstick/603.jpg,Pastel,0,85,,85,8364,Make up,Lips,uploads/makeup/photo/liquid matte lipstick/color/603.jpg,
31,Show by Pastel show power liquid matte lipstick,no.604,uploads/makeup/photo/liquid matte lipstick/liquidmattelipstickmain.jpg,uploads/makeup/photo/liquid matte lipstick/604.jpg,Pastel,1,85,,85,8365,Make up,Lips,uploads/makeup/photo/liquid matte lipstick/color/604.jpg,
32,Show by Pastel show power liquid matte lipstick,no.605,uploads/makeup/photo/liquid matte lipstick/liquidmattelipstickmain.jpg,uploads/makeup/photo/liquid matte lipstick/605.jpg,Pastel,1,85,,85,8366,Make up,Lips,uploads/makeup/photo/liquid matte lipstick/color/605.jpg,
33,Show by Pastel show power liquid matte lipstick,no.606,uploads/makeup/photo/liquid matte lipstick/liquidmattelipstickmain.jpg,uploads/makeup/photo/liquid matte lipstick/606.jpg,Pastel,0,85,,85,8367,Make up,Lips,uploads/makeup/photo/liquid matte lipstick/color/606.jpg,
34,Show by Pastel show power liquid matte lipstick,no.607,uploads/makeup/photo/liquid matte lipstick/liquidmattelipstickmain.jpg,uploads/makeup/photo/liquid matte lipstick/607.jpg,Pastel,1,85,,85,8368,Make up,Lips,uploads/makeup/photo/liquid matte lipstick/color/607.jpg,
35,Show by Pastel show power liquid matte lipstick,no.608,uploads/makeup/photo/liquid matte lipstick/liquidmattelipstickmain.jpg,uploads/makeup/photo/liquid matte lipstick/608.jpg,Pastel,1,85,,85,8369,Make up,Lips,uploads/makeup/photo/liquid matte lipstick/color/608.jpg,
36,Pro fashion liquid metallic matte lipstick,pink rose no.501,uploads/makeup/photo/lipstick matte metallic/main.png,uploads/makeup/photo/lipstick matte metallic/501.png,Pastel,1,65,,65,6650,Make up,Lips,uploads/makeup/photo/lipstick matte metallic/color/501.png,
37,Pro fashion liquid metallic matte lipstick,terracotta no.502,uploads/makeup/photo/lipstick matte metallic/main.png,uploads/makeup/photo/lipstick matte metallic/502.png,Pastel,1,65,,65,6651,Make up,Lips,uploads/makeup/photo/lipstick matte metallic/color/502.png,
